id,path,label
0,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1.jpg,1
1,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img10.jpg,1
2,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img100.jpg,1
3,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1000.jpg,1
4,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1001.jpg,1
5,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1002.jpg,1
6,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1003.jpg,1
7,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1004.jpg,1
8,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1005.jpg,1
9,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1006.jpg,1
10,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1007.jpg,1
11,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1008.jpg,1
12,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1009.jpg,1
13,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img101.jpg,1
14,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1010.jpg,1
15,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1011.jpg,1
16,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1012.jpg,1
17,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1013.jpg,1
18,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1014.jpg,1
19,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1015.jpg,1
20,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1016.jpg,1
21,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1017.jpg,1
22,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1018.jpg,1
23,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1019.jpg,1
24,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img102.jpg,1
25,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1020.jpg,1
26,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1021.jpg,1
27,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1022.jpg,1
28,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1023.jpg,1
29,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1024.jpg,1
30,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1025.jpg,1
31,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1026.jpg,1
32,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1027.jpg,1
33,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1028.jpg,1
34,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1029.jpg,1
35,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img103.jpg,1
36,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1030.jpg,1
37,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1031.jpg,1
38,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1032.jpg,1
39,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1033.jpg,1
40,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1034.jpg,1
41,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1035.jpg,1
42,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1036.jpg,1
43,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1037.jpg,1
44,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1038.jpg,1
45,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1039.jpg,1
46,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img104.jpg,1
47,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1040.jpg,1
48,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1041.jpg,1
49,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1042.jpg,1
50,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1043.jpg,1
51,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1044.jpg,1
52,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1045.jpg,1
53,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1046.jpg,1
54,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1047.jpg,1
55,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1048.jpg,1
56,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1049.jpg,1
57,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img105.jpg,1
58,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1050.jpg,1
59,C:\Users\Irfan\Documents\Python\FYPSkinMeasure\Dataset [Clean]\grayscaled_cropped_wrinkles\g_img1051.jpg,1
